Date,Row,Panel,Treatment,Block,PM_severity,DM_severity,total_dis,geometry,centroid,DM_inc,PM_inc
2022-06-29,10,2,2,DM,0.0,0.3,0.7,"POLYGON ((-77.01536475906832 42.87853960015885, -77.01544789906286 42.8785550501598, -77.01544484154283 42.87856376707543, -77.01536170153717 42.878548317072514, -77.01536475906832 42.87853960015885))",POINT (-77.01540480030269 42.87855168361673),5.0,0.0
2022-06-29,10,3,10,DM,0.0,0.5,1.45,"POLYGON ((-77.01544789906286 42.8785550501598, -77.01553698905698 42.8785722301608, -77.01553393154883 42.878580947078554, -77.01544484154283 42.87856376707543, -77.01544789906286 42.8785550501598))",POINT (-77.01549091530272 42.87856799861872),5.0,0.0
2022-06-29,10,4,20,DM,0.0,0.55,0.65,"POLYGON ((-77.01553698905698 42.8785722301608, -77.01562459905121 42.87858861016177, -77.01562154155476 42.87859732708159, -77.01553393154883 42.878580947078554, -77.01553698905698 42.8785722301608))",POINT (-77.01557926530282 42.878584778620755),15.0,0.0
2022-06-29,10,5,13,DM,0.0,0.425,1.425,"POLYGON ((-77.01562459905121 42.87858861016177, -77.01571269904541 42.878604300162756, -77.01570964156078 42.87861301708466, -77.01562154155476 42.87859732708159, -77.01562459905121 42.87858861016177))",POINT (-77.015667120303 42.878600813622796),15.0,0.0
2022-06-29,10,6,8,DM,0.0,0.2,1.0,"POLYGON ((-77.01571269904541 42.878604300162756, -77.01579778903982 42.87862066016371, -77.01579473156653 42.878629377087655, -77.01570964156078 42.87861301708466, -77.01571269904541 42.878604300162756))",POINT (-77.01575371530299 42.878616838624765),10.0,0.0
2022-06-29,10,7,1,DM,0.0,0.3,1.25,"POLYGON ((-77.01579778903982 42.87862066016371, -77.01588221903425 42.87863675016465, -77.01587916157223 42.8786454670906, -77.01579473156653 42.878629377087655, -77.01579778903982 42.87862066016371))",POINT (-77.01583847530308 42.87863306362672),10.0,0.0
2022-06-29,10,8,23,DM,0.0,0.125,1.225,"POLYGON ((-77.01588221903425 42.87863675016465, -77.01597087902843 42.87865328016565, -77.01596782157827 42.8786619970937, -77.01587916157223 42.8786454670906, -77.01588221903425 42.87863675016465))",POINT (-77.01592502030319 42.87864937362873),5.0,0.0
2022-06-29,10,9,22,DM,0.0,0.6000000000000001,0.6500000000000001,"POLYGON ((-77.01597087902843 42.87865328016565, -77.01605999902254 42.87867018016665, -77.01605694158428 42.87867889709681, -77.01596782157827 42.8786619970937, -77.01597087902843 42.87865328016565))",POINT (-77.01601391030323 42.87866608863078),20.0,0.0
2022-06-29,10,10,14,DM,0.0,0.15,8.0,"POLYGON ((-77.01605999902254 42.87867018016665, -77.0161457490169 42.8786865901676, -77.01614269159006 42.8786953070998, -77.01605694158428 42.87867889709681, -77.01605999902254 42.87867018016665))",POINT (-77.0161013453033 42.878682743632794),5.0,0.0
2022-06-29,10,11,21,DM,0.0,0.0,0.9,"POLYGON ((-77.0161457490169 42.8786865901676, -77.01622795901153 42.87870217016852, -77.01622490159568 42.878710887102685, -77.01614269159006 42.8786953070998, -77.0161457490169 42.8786865901676))",POINT (-77.01618532530341 42.878698738634725),0.0,0.0
2022-06-29,10,12,19,DM,0.0,0.0,0.75,"POLYGON ((-77.01622795901153 42.87870217016852, -77.0163147390058 42.87871901016951, -77.01631168160152 42.87872772710572, -77.01622490159568 42.878710887102685, -77.01622795901153 42.87870217016852))",POINT (-77.01626982030344 42.878714948636684),0.0,0.0
2022-06-29,10,13,6,DM,0.0,0.15,0.7000000000000001,"POLYGON ((-77.0163147390058 42.87871901016951, -77.0163999390002 42.87873515017044, -77.01639688160729 42.878743867108675, -77.01631168160152 42.87872772710572, -77.0163147390058 42.87871901016951))",POINT (-77.01635581030357 42.87873143863867),10.0,0.0
2022-06-29,10,14,12,DM,0.0,0.375,2.075,"POLYGON ((-77.0163999390002 42.87873515017044, -77.0164900489943 42.878753010171465, -77.01648699161339 42.878761727111836, -77.01639688160729 42.878743867108675, -77.0163999390002 42.87873515017044))",POINT (-77.01644346530357 42.878748438640656),5.0,0.0
2022-06-29,10,15,9,DM,0.0,4.6,6.35,"POLYGON ((-77.0164900489943 42.878753010171465, -77.01657257898884 42.87876859017239, -77.01656952161896 42.878777307114724, -77.01648699161339 42.878761727111836, -77.0164900489943 42.878753010171465))",POINT (-77.01652978530375 42.878765158642686),15.0,0.0
2022-06-29,10,16,4,DM,0.0,0.15,1.05,"POLYGON ((-77.01657257898884 42.87876859017239, -77.01666847898255 42.87878655017345, -77.01666542162549 42.87879526711807, -77.01656952161896 42.878777307114724, -77.01657257898884 42.87876859017239))",POINT (-77.01661900030383 42.87878192864474),10.0,0.0
2022-06-29,11,1,19,DM,0.0,0.0,0.15,"POLYGON ((-77.0152615852286 42.878545359428834, -77.01535983522211 42.87856351942991, -77.01535678538339 42.87857223780123, -77.01525853537672 42.878554077797816, -77.0152615852286 42.878545359428834))",POINT (-77.01530918530258 42.878558798614534),0.0,0.0
2022-06-29,11,2,1,DM,0.0,0.0,1.25,"POLYGON ((-77.01535983522211 42.87856351942991, -77.0154465552164 42.8785802594309, -77.01544350538924 42.878588977804256, -77.01535678538339 42.87857223780123, -77.01535983522211 42.87856351942991))",POINT (-77.0154016703026 42.87857624861663),0.0,0.0
2022-06-29,11,3,3,DM,0.0,0.0,0.8,"POLYGON ((-77.0154465552164 42.8785802594309, -77.01553091521087 42.87859677943183, -77.01552786539496 42.87860549780721, -77.01544350538924 42.878588977804256, -77.0154465552164 42.8785802594309))",POINT (-77.0154872103027 42.87859287861861),0.0,0.0
2022-06-29,11,4,11,DM,0.0,0.0,1.1,"POLYGON ((-77.01553091521087 42.87859677943183, -77.01561988520503 42.878613379432835, -77.015616835401 42.878622097810315, -77.01552786539496 42.87860549780721, -77.01553091521087 42.87859677943183))",POINT (-77.01557387530285 42.87860943862063),0.0,0.0
2022-06-29,11,5,9,DM,0.0,0.0,0.6,"POLYGON ((-77.01561988520503 42.878613379432835, -77.01571019519902 42.87862977943386, -77.0157071454071 42.87863849781347, -77.015616835401 42.878622097810315, -77.01561988520503 42.878613379432835))",POINT (-77.01566351530296 42.87862593862271),0.0,0.0
2022-06-29,11,6,5,DM,0.0,0.0,0.4,"POLYGON ((-77.01571019519902 42.87862977943386, -77.01579424519352 42.878645639434794, -77.01579119541282 42.87865435781639, -77.0157071454071 42.87863849781347, -77.01571019519902 42.87862977943386))",POINT (-77.01575069530298 42.8786420686247),0.0,0.0
2022-06-29,11,7,13,DM,0.0,0.0,0.0,"POLYGON ((-77.01579424519352 42.878645639434794, -77.01588053518785 42.87866183943575, -77.01587748541867 42.878670557819405, -77.01579119541282 42.87865435781639, -77.01579424519352 42.878645639434794))",POINT (-77.0158358653031 42.878658098626666),0.0,0.0
2022-06-29,11,8,24,DM,0.0,0.0,0.25,"POLYGON ((-77.01588053518785 42.87866183943575, -77.01597236518177 42.8786788994368, -77.01596931542488 42.87868761782262, -77.01587748541867 42.878670557819405, -77.01588053518785 42.87866183943575))",POINT (-77.01592492530317 42.87867472862873),0.0,0.0
2022-06-29,11,9,16,DM,0.0,0.0,0.6,"POLYGON ((-77.01597236518177 42.8786788994368, -77.01606746517552 42.87869664943785, -77.01606441543134 42.87870536782594, -77.01596931542488 42.87868761782262, -77.01597236518177 42.8786788994368))",POINT (-77.01601839030324 42.878692133630885),0.0,0.0
2022-06-29,11,10,17,DM,0.0,0.0,0.25,"POLYGON ((-77.01606746517552 42.87869664943785, -77.01614756517023 42.87871178943876, -77.01614451543675 42.878720507828724, -77.01606441543134 42.87870536782594, -77.01606746517552 42.87869664943785))",POINT (-77.0161059903033 42.878708578632896),0.0,0.0
2022-06-29,11,11,3,DM,0.0,0.15,0.65,"POLYGON ((-77.01614756517023 42.87871178943876, -77.01622886516492 42.878727219439675, -77.0162258154423 42.878735937831586, -77.01614451543675 42.878720507828724, -77.01614756517023 42.87871178943876))",POINT (-77.01618669030343 42.87872386363476),10.0,0.0
2022-06-29,11,12,11,DM,0.0,0.0,0.15,"POLYGON ((-77.01622886516492 42.878727219439675, -77.01631787515906 42.87874451944068, -77.0163148254483 42.87875323783468, -77.0162258154423 42.878735937831586, -77.01622886516492 42.878727219439675))",POINT (-77.01627184530345 42.878740228636715),0.0,0.0
2022-06-29,11,13,18,DM,0.0,0.15,0.3,"POLYGON ((-77.01631787515906 42.87874451944068, -77.01640118515346 42.878754629441616, -77.01639813545408 42.8787633478376, -77.0163148254483 42.87875323783468, -77.01631787515906 42.87874451944068))",POINT (-77.01635800530416 42.878753933638805),5.0,0.0
2022-06-29,11,14,24,DM,0.0,0.05,0.1,"POLYGON ((-77.01640118515346 42.878754629441616, -77.01648266514822 42.87877621944252, -77.01647961545946 42.87878493784044, -77.01639813545408 42.8787633478376, -77.01640118515346 42.878754629441616))",POINT (-77.01644040030317 42.87876978364047),5.0,0.0
2022-06-29,11,15,15,DM,0.0,0.35,1.2999999999999998,"POLYGON ((-77.01648266514822 42.87877621944252, -77.01656534514277 42.87879160944345, -77.01656229546505 42.87880032784333, -77.01647961545946 42.87878493784044, -77.01648266514822 42.87877621944252))",POINT (-77.01652248030379 42.87878827364252),15.0,0.0
2022-06-29,11,16,7,DM,0.0,0.125,0.525,"POLYGON ((-77.01656534514277 42.87879160944345, -77.01666635513614 42.8788111494446, -77.0166633054719 42.878819867846865, -77.01656229546505 42.87880032784333, -77.01656534514277 42.87879160944345))",POINT (-77.01661432530373 42.87880573864462),15.0,0.0
2022-06-29,12,1,17,DM,0.0,0.15,0.65,"POLYGON ((-77.01526235955917 42.8785692302494, -77.01536103955267 42.87858868025048, -77.01535798105279 42.87859739698072, -77.01525930104614 42.878577946977295, -77.01526235955917 42.8785692302494))",POINT (-77.01531017030244 42.87858331361453),0.0,0.0
2022-06-29,12,2,20,DM,0.0,0.125,0.375,"POLYGON ((-77.01536103955267 42.87858868025048, -77.01544545177592 42.878603581798245, -77.01544239328734 42.87861229853048, -77.01535798105279 42.87859739698072, -77.01536103955267 42.87858868025048))",POINT (-77.01540171641714 42.87860048939008),0.0,0.0
2022-06-29,12,3,14,DM,0.0,0.05,1.7,"POLYGON ((-77.01544545177592 42.878603581798245, -77.01553029248014 42.878620153654076, -77.01552723400286 42.87862887038835, -77.01544239328734 42.87861229853048, -77.01544545177592 42.878603581798245))",POINT (-77.0154863428864 42.87861622609286),0.0,0.0
2022-06-29,12,4,23,DM,0.0,0.0,0.45,"POLYGON ((-77.01553029248014 42.878620153654076, -77.01561963704027 42.87863787789599, -77.01561657857489 42.87864659463236, -77.01552723400286 42.87862887038835, -77.01553029248014 42.878620153654076))",POINT (-77.0155734355243 42.87863337414275),0.0,0.0
2022-06-29,12,5,16,DM,0.0,0.0,1.7,"POLYGON ((-77.01561963704027 42.87863787789599, -77.01571173139162 42.87865432186411, -77.01570867293857 42.87866303860267, -77.01561657857489 42.87864659463236, -77.01561963704027 42.87863787789599))",POINT (-77.0156641549863 42.87865045824888),0.0,0.0
2022-06-29,12,6,12,DM,0.0,0.025,0.625,"POLYGON ((-77.01571173139162 42.87865432186411, -77.01579523952412 42.87866967025535, -77.01579218108225 42.87867838699591, -77.01570867293857 42.87866303860267, -77.01571173139162 42.87865432186411))",POINT (-77.01575195623406 42.8786663544296),0.0,0.0
2022-06-29,12,7,7,DM,0.0,0.0,0.4,"POLYGON ((-77.01579523952412 42.87866967025535, -77.0158817695184 42.87868579025632, -77.01587871108809 42.87869450699891, -77.01579218108225 42.87867838699591, -77.01579523952412 42.87866967025535))",POINT (-77.01583697530309 42.878682088626704),0.0,0.0
2022-06-29,12,8,4,DM,0.0,0.05,0.55,"POLYGON ((-77.0158817695184 42.87868579025632, -77.01597256951241 42.878703310257336, -77.01596951109421 42.8787120270021, -77.01587871108809 42.87869450699891, -77.0158817695184 42.87868579025632))",POINT (-77.01592564030312 42.87869890862874),0.0,0.0
2022-06-29,12,9,10,DM,0.0,0.05,1.55,"POLYGON ((-77.01597256951241 42.878703310257336, -77.01606390950641 42.87872082025835, -77.0160608511004 42.87872953700529, -77.01596951109421 42.8787120270021, -77.01597256951241 42.878703310257336))",POINT (-77.01601671030319 42.87871642363084),0.0,0.0
2022-06-29,12,10,15,DM,0.0,0.05,1.1,"POLYGON ((-77.01606390950641 42.87872082025835, -77.01614290950121 42.87873565025924, -77.01613985110576 42.87874436700805, -77.0160608511004 42.87872953700529, -77.01606390950641 42.87872082025835))",POINT (-77.01610188030334 42.87873259363281),0.0,0.0
2022-06-29,12,11,18,DM,0.0,0.0,1.3,"POLYGON ((-77.01614290950121 42.87873565025924, -77.0162288594956 42.878752430260185, -77.01622580111157 42.878761147011055, -77.01613985110576 42.87874436700805, -77.01614290950121 42.87873565025924))",POINT (-77.01618435530337 42.878748398634706),0.0,0.0
2022-06-29,12,12,21,DM,0.0,0.025,1.875,"POLYGON ((-77.0162288594956 42.878752430260185, -77.01631728948976 42.87876923026117, -77.01631423111756 42.87877794701414, -77.01622580111157 42.878761147011055, -77.0162288594956 42.878752430260185))",POINT (-77.01627154530347 42.87876518863671),0.0,0.0
2022-06-29,12,13,8,DM,0.0,0.05,0.45,"POLYGON ((-77.01631728948976 42.87876923026117, -77.01640423948407 42.87878638026216, -77.01640118112346 42.87879509701718, -77.01631423111756 42.87877794701414, -77.01631728948976 42.87876923026117))",POINT (-77.0163592353035 42.87878216363872),0.0,0.0
2022-06-29,12,14,2,DM,0.0,0.1,2.5500000000000003,"POLYGON ((-77.01640423948407 42.87878638026216, -77.016481199479 42.878801150263016, -77.01647814112866 42.878809867019875, -77.01640118112346 42.87879509701718, -77.01640423948407 42.87878638026216))",POINT (-77.01644119030368 42.87879812364064),0.0,0.0
2022-06-29,12,15,6,DM,0.0,0.25,0.8,"POLYGON ((-77.016481199479 42.878801150263016, -77.01657095947306 42.87881573026402, -77.01656790113478 42.87882444702302, -77.01647814112866 42.878809867019875, -77.016481199479 42.878801150263016))",POINT (-77.01652455030398 42.87881279864261),0.0,0.0
2022-06-29,12,16,22,DM,0.0,0.0,0.9,"POLYGON ((-77.01657095947306 42.87881573026402, -77.01666583946682 42.87883558026509, -77.01666278114115 42.878844297026326, -77.01656790113478 42.87882444702302, -77.01657095947306 42.87881573026402))",POINT (-77.01661687030358 42.87883001364464),0.0,0.0
2022-06-29,13,1,26,PM,0.0,0.175,1.975,"POLYGON ((-77.01526115636563 42.87859365964385, -77.01536132635903 42.878612559644985, -77.01535827424648 42.878621277586255, -77.01525810423969 42.878602377582745, -77.01526115636563 42.87859365964385))",POINT (-77.01530971530254 42.87860746861453),0.0,0.0
2022-06-29,13,3,9,PM,0.0,0.575,2.075,"POLYGON ((-77.01544713635339 42.87862867964595, -77.01553509634759 42.878645099646924, -77.01553204425825 42.87865381759233, -77.0154440842523 42.87863739758926, -77.01544713635339 42.87862867964595))",POINT (-77.01548959030278 42.8786412486187),0.0,0.0
2022-06-29,13,5,33,PM,0.0,0.525,3.375,"POLYGON ((-77.01562202634186 42.87866157964789, -77.015711096336 42.878678359648895, -77.01570804427018 42.878687077598464, -77.01561897426413 42.87867029759536, -77.01562202634186 42.87866157964789))",POINT (-77.01566503530289 42.87867432862272),0.0,0.0
2022-06-29,13,7,35,PM,0.0,1.0,2.55,"POLYGON ((-77.01579511633047 42.87869391964983, -77.01588135632477 42.878710159650794, -77.0158783042817 42.87871887760439, -77.01579206427587 42.878702637601386, -77.01579511633047 42.87869391964983))",POINT (-77.01583671030308 42.878706398626676),0.0,0.0
2022-06-29,13,9,31,PM,0.0,0.025,1.025,"POLYGON ((-77.01597254631876 42.87872742965183, -77.0160618963129 42.87874407965283, -77.01605884429395 42.87875279761072, -77.01596949428789 42.878736147607604, -77.01597254631876 42.87872742965183))",POINT (-77.01601569530327 42.87874011363083),0.0,0.0
2022-06-29,13,11,28,PM,0.0,0.0,0.8,"POLYGON ((-77.0161471263073 42.87876009965379, -77.01622910630189 42.87877574965471, -77.01622605430526 42.87878446761656, -77.01614407429975 42.87876881761369, -77.0161471263073 42.87876009965379))",POINT (-77.01618659030342 42.87877228363477),0.0,0.0
2022-06-29,13,13,16,PM,0.0,0.3,1.45,"POLYGON ((-77.01631781629607 42.878793019655696, -77.01640086629061 42.87880880965664, -77.01639781431692 42.87881752762256, -77.01631476431128 42.87880173761965, -77.01631781629607 42.878793019655696))",POINT (-77.01635781530356 42.87880527363871),0.0,0.0
2022-06-29,13,15,1,PM,0.0,3.7,15.05,"POLYGON ((-77.01648416628514 42.87882513965757, -77.01657077627945 42.87884145965854, -77.01656772432843 42.87885017762849, -77.01648111432254 42.87883385762547, -77.01648416628514 42.87882513965757))",POINT (-77.01652594530377 42.878837658642595),0.0,0.0
2022-06-29,14,1,34,PM,0.0,3.45,4.3500000000000005,"POLYGON ((-77.0152634154788 42.87861862947594, -77.01536006547242 42.87863684947701, -77.01535701513305 42.87864556775416, -77.01526036512651 42.8786273477508, -77.0152634154788 42.87861862947594))",POINT (-77.01531021530252 42.87863209861454),5.0,0.0
2022-06-29,14,3,30,PM,0.0,0.175,1.975,"POLYGON ((-77.01544690546675 42.87865372947798, -77.01553309546105 42.87866998947896, -77.01553004514477 42.87867870776021, -77.01544385513894 42.87866244775718, -77.01544690546675 42.87865372947798))",POINT (-77.01548847530275 42.878666218618655),0.0,0.0
2022-06-29,14,5,36,PM,0.0,0.0,0.7,"POLYGON ((-77.01562554545498 42.87868724947999, -77.01571144544931 42.87870313948095, -77.01570839515688 42.87871185776642, -77.01562249515105 42.87869596776343, -77.01562554545498 42.87868724947999))",POINT (-77.01566697030296 42.87869955362278),0.0,0.0
2022-06-29,14,7,32,PM,0.0,0.05,2.3,"POLYGON ((-77.01579561544378 42.87871905948189, -77.01588206543806 42.878735509482865, -77.01587901516842 42.87874422777239, -77.01579256516258 42.878727777769356, -77.01579561544378 42.87871905948189))",POINT (-77.01583731530307 42.87873164362671),0.0,0.0
2022-06-29,14,9,11,PM,0.0,5.875,7.125,"POLYGON ((-77.01597173543217 42.878753009483866, -77.01606162542629 42.87877012948487, -77.0160585751806 42.87877884777865, -77.01596868517449 42.87876172777552, -77.01597173543217 42.878753009483866))",POINT (-77.01601515530322 42.87876592863079),20.0,0.0
2022-06-29,14,11,4,PM,0.0,0.675,3.4749999999999996,"POLYGON ((-77.01614699542066 42.878785999485835, -77.01622880541527 42.87880175948676, -77.01622575519191 42.8788104777845, -77.01614394518637 42.87879471778163, -77.01614699542066 42.878785999485835))",POINT (-77.0161863753034 42.87879823863476),5.0,0.0
2022-06-29,14,13,25,PM,0.0,0.025,0.5750000000000001,"POLYGON ((-77.01631919540932 42.87881849948776, -77.01640213540387 42.8788346194887, -77.01639908520364 42.87884333779053, -77.01631614519806 42.87882721778763, -77.01631919540932 42.87881849948776))",POINT (-77.01635914030354 42.87883091863872),0.0,0.0
2022-06-29,14,15,21,PM,0.0,0.15,1.4,"POLYGON ((-77.01648611539831 42.87885034948965, -77.01657280539261 42.87886691949062, -77.01656975521519 42.8788756377965, -77.01648306520933 42.878859067793485, -77.01648611539831 42.87885034948965))",POINT (-77.0165279353037 42.87886299364263),0.0,0.0
2022-06-29,15,1,12,PM,0.0,0.3,1.5,"POLYGON ((-77.01526275297326 42.87864230900207, -77.01536117296679 42.878661219003185, -77.01535812763872 42.878669938228064, -77.01525970763204 42.87865102822462, -77.01526275297326 42.87864230900207))",POINT (-77.0153104403025 42.87865612361455),0.0,0.0
2022-06-29,15,3,19,PM,0.0,0.2,1.65,"POLYGON ((-77.01545134296084 42.8786782890042, -77.01553761295519 42.87869461900517, -77.01553456765069 42.87870333823422, -77.01544829764481 42.8786870082312, -77.01545134296084 42.8786782890042))",POINT (-77.01549295530273 42.878690813618775),0.0,0.0
2022-06-29,15,5,29,PM,0.0,0.175,1.275,"POLYGON ((-77.01562582294935 42.87871099900613, -77.0157131729436 42.878727329007134, -77.01571012766259 42.878736048240334, -77.01562277765665 42.87871971823728, -77.01562582294935 42.87871099900613))",POINT (-77.01566797530292 42.8787235236228),0.0,0.0
2022-06-29,15,7,27,PM,0.0,0.1,1.05,"POLYGON ((-77.01579498293822 42.87874309900805, -77.01588199293248 42.87875936900902, -77.01587894767403 42.87876808824622, -77.01579193766811 42.878751818243195, -77.01579498293822 42.87874309900805))",POINT (-77.0158369653031 42.8787555936267),5.0,0.0
2022-06-29,15,9,24,PM,0.0,0.625,5.675,"POLYGON ((-77.01597247292653 42.878776469010056, -77.01605998292077 42.878792909011025, -77.01605693768607 42.87880162825243, -77.01596942768015 42.87878518824939, -77.01597247292653 42.878776469010056))",POINT (-77.01601470530325 42.878789048630814),0.0,0.0
2022-06-29,15,11,22,PM,0.0,0.25,1.75,"POLYGON ((-77.01614684291506 42.87880955901202, -77.0162295029096 42.87882513901293, -77.01622645769756 42.87883385825836, -77.01614379769198 42.87881827825547, -77.01614684291506 42.87880955901202))",POINT (-77.01618665030344 42.878821708634774),0.0,0.0
2022-06-29,15,13,18,PM,0.0,0.0,0.8,"POLYGON ((-77.01631974290368 42.87884241901395, -77.01640279289822 42.878858109014885, -77.01639974770931 42.87886682826439, -77.01631669770369 42.878851138261496, -77.01631974290368 42.87884241901395))",POINT (-77.01635974530357 42.87885462363876),0.0,0.0
2022-06-29,15,15,8,PM,0.0,0.775,0.975,"POLYGON ((-77.01648824289258 42.87887401901584, -77.01657365288698 42.87889058901682, -77.01657060772091 42.87889930827038, -77.01648519771511 42.87888273826738, -77.01648824289258 42.87887401901584))",POINT (-77.01652942530372 42.878886663642675),0.0,0.0
2022-06-29,16,1,10,PM,0.0,0.0,0.5,"POLYGON ((-77.01526415760485 42.87866839987841, -77.01535825759863 42.87868614987945, -77.01535520300682 42.87869486735164, -77.01526110300046 42.87867711734836, -77.01526415760485 42.87866839987841))",POINT (-77.01530968030254 42.878681633614526),0.0,0.0
2022-06-29,16,3,15,PM,0.0,0.0,2.15,"POLYGON ((-77.0154515475925 42.878703839880494, -77.01553843758678 42.87871995988147, -77.01553538301903 42.87872867735794, -77.01544849301315 42.8787125573549, -77.0154515475925 42.878703839880494))",POINT (-77.01549346530277 42.87871625861879),0.0,0.0
2022-06-29,16,5,2,PM,0.0,0.0,1.3,"POLYGON ((-77.01562774758091 42.87873677988246, -77.01571257757533 42.87875304988341, -77.01570952303082 42.87876176736401, -77.0156246930251 42.87874549736105, -77.01562774758091 42.87873677988246))",POINT (-77.01566863530289 42.87874927362281),0.0,0.0
2022-06-29,16,7,6,PM,0.0,0.0,0.6,"POLYGON ((-77.01579535756989 42.87876848988434, -77.0158817375642 42.87878509988531, -77.01587868304227 42.87879381736992, -77.01579230303645 42.87877720736691, -77.01579535756989 42.87876848988434))",POINT (-77.01583702030302 42.87878115362668),0.0,0.0
2022-06-29,16,9,2,PM,0.0,0.025,1.325,"POLYGON ((-77.01597232755826 42.87880239988634, -77.01605950755251 42.8788192798873, -77.01605645305432 42.87882799737613, -77.01596927304844 42.878811117373104, -77.01597232755826 42.87880239988634))",POINT (-77.0160143903032 42.8788151986308),0.0,0.0
2022-06-29,16,11,15,PM,0.0,0.1,0.7999999999999999,"POLYGON ((-77.01614480754692 42.87883594988826, -77.01622868754141 42.87885153988918, -77.01622563306579 42.87886025738203, -77.01614175306008 42.87884466737911, -77.01614480754692 42.87883594988826))",POINT (-77.01618522030346 42.878848103634745),0.0,0.0
2022-06-29,16,13,20,PM,0.0,0.2,2.35,"POLYGON ((-77.0163182575355 42.8788683798902, -77.01640454752982 42.878884909891184, -77.0164014930777 42.87889362738821, -77.01631520307187 42.878877097385164, -77.0163182575355 42.8788683798902))",POINT (-77.01635987530358 42.87888100363876),0.0,0.0
2022-06-29,16,15,6,PM,0.0,0.125,1.325,"POLYGON ((-77.01648951752425 42.878901109892126, -77.01657602751854 42.8789172498931, -77.01657297308932 42.8789259673942, -77.01648646308347 42.87890982739116, -77.01648951752425 42.878901109892126))",POINT (-77.0165312453038 42.87891353864273),0.0,0.0
2022-06-29,17,1,5,PM,0.0,0.5,2.05,"POLYGON ((-77.01526268002084 42.87869194033656, -77.01536373001422 42.87871097033768, -77.0153606705913 42.87871968689367, -77.01525962058444 42.87870065689015, -77.01526268002084 42.87869194033656))",POINT (-77.01531167530253 42.87870581361459),15.0,0.0
2022-06-29,17,3,9,PM,0.0,0.325,0.675,"POLYGON ((-77.01545400000823 42.87872780033869, -77.0155410600025 42.878743770339646, -77.01553800060333 42.87875248689985, -77.01545094059742 42.87873651689683, -77.01545400000823 42.87872780033869))",POINT (-77.01549600030278 42.87874014361884),5.0,0.0
2022-06-29,17,5,18,PM,0.0,0.475,1.625,"POLYGON ((-77.01562984999667 42.878760610340635, -77.01571395999113 42.87877645034159, -77.01571090061503 42.87878516690591, -77.01562679060935 42.87876932690297, -77.01562984999667 42.878760610340635))",POINT (-77.01567037530292 42.878772888622855),10.0,0.0
2022-06-29,17,7,31,PM,0.0,0.0,1.35,"POLYGON ((-77.01579567998579 42.878792270342494, -77.01588212998008 42.87880875034346, -77.01587907062643 42.878817466911784, -77.01579262062057 42.87880098690876, -77.01579567998579 42.878792270342494))",POINT (-77.01583737530308 42.8788048686267),0.0,0.0
2022-06-29,17,9,26,PM,0.0,0.25,1.05,"POLYGON ((-77.0159730499741 42.878826240344495, -77.01605681996861 42.87884222034541, -77.01605376063824 42.87885093691788, -77.01596999063256 42.87883495691496, -77.0159730499741 42.878826240344495))",POINT (-77.01601340530326 42.878838588630764),5.0,0.0
2022-06-29,17,11,36,PM,0.0,0.125,0.575,"POLYGON ((-77.01614631996271 42.878858640346415, -77.01623048995721 42.87887520034737, -77.01622743065003 42.87888391692397, -77.01614326064433 42.87886735692102, -77.01614631996271 42.878858640346415))",POINT (-77.01618687530338 42.87887127863476),5.0,0.0
2022-06-29,17,13,23,PM,0.0,0.15,1.5,"POLYGON ((-77.01631968995129 42.87889193034837, -77.01640552994567 42.87890876034933, -77.01640247066186 42.878917476930084, -77.01631663065604 42.87890064692708, -77.01631968995129 42.87889193034837))",POINT (-77.01636108030354 42.87890470363879),5.0,0.0
2022-06-29,17,15,27,PM,0.0,0.375,0.575,"POLYGON ((-77.0164903099401 42.87892471035027, -77.01657728993439 42.87894168035126, -77.01657423067347 42.8789503969361, -77.0164872506676 42.878933426933045, -77.0164903099401 42.87892471035027))",POINT (-77.01653227030368 42.878937553642736),15.0,0.0
2022-06-29,18,1,22,PM,0.0,0.55,1.4,"POLYGON ((-77.01526715829715 42.87871713000952, -77.01536428829078 42.87873616001062, -77.01536123231475 42.87874487722077, -77.01526410230817 42.87872584721738, -77.01526715829715 42.87871713000952))",POINT (-77.01531419530245 42.87873100361462),0.0,0.0
2022-06-29,18,3,13,PM,0.0,0.4,0.8500000000000001,"POLYGON ((-77.01545413828485 42.8787531200116, -77.01554204504373 42.878770837738614, -77.01553898909135 42.878779554952985, -77.01545108232081 42.878761837223905, -77.01545413828485 42.8787531200116))",POINT (-77.01549656368492 42.87876633748182),0.0,0.0
2022-06-29,18,5,33,PM,0.0,3.7,6.35,"POLYGON ((-77.01563060827323 42.87878599001359, -77.01571459826769 42.87880167001452, -77.01571154233845 42.87881038723301, -77.01562755233276 42.87879470723007, -77.01563060827323 42.87878599001359))",POINT (-77.01567107530293 42.87879818862288),0.0,0.0
2022-06-29,18,7,4,PM,0.0,1.175,2.925,"POLYGON ((-77.0157951982624 42.87881753001541, -77.01588251825666 42.878834560016394, -77.0158794623498 42.87884327723886, -77.0157921423439 42.878826247235814, -77.0157951982624 42.87881753001541))",POINT (-77.015837330303 42.87883040362667),0.0,0.0
2022-06-29,18,9,11,PM,0.0,0.25,0.9,"POLYGON ((-77.01597133825084 42.87885145001737, -77.0160569982452 42.87886775001835, -77.01605394236165 42.87887646724496, -77.01596828235583 42.87886016724196, -77.01597133825084 42.87885145001737))",POINT (-77.01601264030323 42.87886395863073),0.0,0.0
